"@timestamp","_id","_index","_score","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","ecs.version","event.action","event.category","event.dataset","event.ingested","event.kind","event.module","event.outcome","event.timezone","event.type","fileset.name","host.hostname","host.name","input.type","log.file.path","log.offset","process.name","process.name.text","process.pid","related.hosts","related.ip","related.user","service.type","source.ip","source.port","system.auth.ssh.event","system.auth.ssh.method","user.name","user.name.text"
"Oct 23, 2022 @ 06:43:29.000",v2YVBYQB1EsGpQnRsQDk,".ds-filebeat-8.3.3-2022.10.23-000001","-","d34e6c0d-a838-4acc-8a9e-ca76e4ebc16c",ubuntu20,"ee4a9d75-e053-472a-a241-7ba8752b315f",ubuntu20,filebeat,"8.3.3","1.12.0","ssh_login","authentication, session","system.auth","Oct 23, 2022 @ 06:43:38.722",event,system,success,"+00:00","authentication_success, info",auth,ubuntu20,ubuntu20,log,"/var/log/auth.log","1,996",sshd,sshd,150,ubuntu20,"172.20.0.6",lulemon,system,"172.20.0.6",36776,Accepted,password,lulemon,lulemon
